date,page_views,unique_visitors,average_session_duration,bounce_rate
2018-08-24,10723,30858,00:07:51,0.65
2018-08-25,37786,32139,00:03:46,0.61
2018-08-26,15121,8615,00:04:28,0.31
2018-08-27,16383,32436,00:07:16,0.45
2018-08-28,27553,37982,00:05:24,0.31
2018-08-29,16761,27496,00:05:54,0.61
2018-08-30,36705,23800,00:07:43,0.33
2018-08-31,26949,29123,00:03:20,0.49
2018-09-01,15691,25550,00:07:58,0.64
2018-09-02,37797,24788,00:05:17,0.33
2018-09-03,11859,35163,00:04:33,0.56
2018-09-04,30933,9458,00:05:43,0.62
2018-09-05,14437,31632,00:07:26,0.57
2018-09-06,30495,21718,00:04:52,0.36
2018-09-07,19893,30691,00:06:41,0.63
2018-09-08,23850,39592,00:07:55,0.44
2018-09-09,20385,14212,00:07:31,0.58
2018-09-10,18233,34848,00:05:36,0.45
2018-09-11,32892,38006,00:05:18,0.58
2018-09-12,25022,33430,00:05:20,0.67
2018-09-13,43227,31147,00:05:12,0.55
2018-09-14,28317,15782,00:04:45,0.55
2018-09-15,28388,38930,00:05:25,0.56
2018-09-16,37030,29538,00:07:34,0.64
2018-09-17,49985,32283,00:06:18,0.67
2018-09-18,22180,33912,00:04:49,0.4
2018-09-19,40825,39890,00:04:53,0.46
2018-09-20,43457,29992,00:03:47,0.48
2018-09-21,14465,15965,00:07:35,0.3
2018-09-22,15277,24881,00:03:56,0.36
2018-09-23,22413,35415,00:04:48,0.5
2018-09-24,22979,38801,00:03:59,0.68
2018-09-25,26315,15750,00:03:34,0.48
2018-09-26,34659,23901,00:06:15,0.7
2018-09-27,21945,10677,00:04:53,0.4
2018-09-28,35681,14959,00:07:49,0.57
2018-09-29,33087,18053,00:03:48,0.47
2018-09-30,48977,15836,00:06:49,0.68
2018-10-01,45776,29641,00:03:14,0.31
2018-10-02,30805,9218,00:07:29,0.37
2018-10-03,11636,11543,00:03:14,0.38
2018-10-04,36168,20961,00:03:32,0.57
2018-10-05,41362,20482,00:07:30,0.62
2018-10-06,17809,31461,00:07:53,0.47
2018-10-07,12811,26759,00:05:16,0.6
2018-10-08,33214,8952,00:07:11,0.37
2018-10-09,34153,24499,00:04:28,0.51
2018-10-10,40760,17275,00:07:12,0.66
2018-10-11,30462,11877,00:07:17,0.39
2018-10-12,35864,39554,00:03:55,0.68
2018-10-13,22880,19176,00:04:40,0.46
2018-10-14,39157,19313,00:06:20,0.46
2018-10-15,35746,8216,00:04:15,0.47
2018-10-16,39269,24156,00:05:13,0.37
2018-10-17,49342,13885,00:07:50,0.7
2018-10-18,29020,20185,00:06:47,0.6
2018-10-19,15338,14435,00:06:43,0.42
2018-10-20,15582,20485,00:03:38,0.57
2018-10-21,16681,25257,00:04:52,0.41
2018-10-22,11749,36464,00:04:29,0.62
2018-10-23,47818,30375,00:04:53,0.31
2018-10-24,43831,23129,00:04:29,0.59
2018-10-25,21802,25979,00:03:44,0.49
2018-10-26,36335,10482,00:05:37,0.61
2018-10-27,49555,15907,00:07:53,0.54
2018-10-28,10802,8248,00:06:38,0.59
2018-10-29,20408,13957,00:06:52,0.32
2018-10-30,49907,15789,00:06:18,0.46
2018-10-31,24668,18110,00:03:38,0.39
2018-11-01,14939,28023,00:03:30,0.37
2018-11-02,31244,19456,00:03:20,0.33
2018-11-03,44960,14322,00:04:17,0.46
2018-11-04,11538,11979,00:07:27,0.49
2018-11-05,36926,16263,00:05:23,0.4
2018-11-06,36265,8223,00:05:57,0.46
2018-11-07,36520,19048,00:04:32,0.54
2018-11-08,48065,8075,00:06:15,0.64
2018-11-09,43645,31119,00:06:47,0.48
2018-11-10,15151,29783,00:04:26,0.51
2018-11-11,39844,32199,00:04:34,0.37
2018-11-12,13757,35139,00:06:39,0.37
2018-11-13,33987,27802,00:06:13,0.7
2018-11-14,35504,12890,00:06:25,0.55
2018-11-15,37952,39599,00:05:41,0.45
2018-11-16,14885,11525,00:06:38,0.31
2018-11-17,38390,39471,00:05:38,0.53
2018-11-18,38652,39384,00:05:52,0.48
2018-11-19,38337,26995,00:07:13,0.38
2018-11-20,16923,8164,00:04:39,0.6
2018-11-21,49178,23615,00:05:46,0.66
2018-11-22,45180,31121,00:06:50,0.61
2018-11-23,16586,12460,00:03:48,0.34
2018-11-24,36333,37984,00:03:37,0.36
2018-11-25,38800,9383,00:07:28,0.43
2018-11-26,15819,26647,00:03:54,0.57
2018-11-27,36498,26640,00:06:57,0.33
2018-11-28,26691,37948,00:07:14,0.59
2018-11-29,12980,10421,00:05:54,0.69
2018-11-30,30120,9603,00:03:20,0.55
2018-12-01,11071,33635,00:03:14,0.69
2018-12-02,44696,30859,00:06:44,0.47
2018-12-03,23992,8671,00:07:11,0.6
2018-12-04,49484,9269,00:03:35,0.65
2018-12-05,47616,21468,00:06:37,0.45
2018-12-06,32647,31684,00:07:33,0.36
2018-12-07,41814,14593,00:04:43,0.48
2018-12-08,17578,37251,00:04:51,0.64
2018-12-09,15747,29579,00:07:13,0.39
2018-12-10,16492,23431,00:03:28,0.57
2018-12-11,16260,38694,00:05:55,0.45
2018-12-12,23540,28734,00:07:52,0.33
2018-12-13,15033,23042,00:06:38,0.4
2018-12-14,27127,15031,00:06:18,0.55
2018-12-15,46935,18575,00:07:29,0.49
2018-12-16,40619,34686,00:04:19,0.48
2018-12-17,26847,8240,00:05:31,0.57
2018-12-18,17893,21071,00:04:11,0.45
2018-12-19,28301,8751,00:07:29,0.58
2018-12-20,36623,21338,00:04:28,0.56
2018-12-21,47395,35865,00:06:56,0.66
2018-12-22,28460,34961,00:07:22,0.64
2018-12-23,18972,33522,00:05:52,0.54
2018-12-24,33374,9918,00:06:57,0.47
2018-12-25,13010,39590,00:05:58,0.51
2018-12-26,13150,20179,00:06:30,0.58
2018-12-27,47039,25243,00:06:57,0.36
2018-12-28,31856,32970,00:07:46,0.5
2018-12-29,38577,34785,00:03:21,0.63
2018-12-30,28906,11346,00:07:38,0.7
2018-12-31,16235,14580,00:05:37,0.64
2017-01-01,27482,20981,00:05:36,0.64
2017-01-02,19754,14882,00:05:34,0.69
2017-01-03,14581,34730,00:05:25,0.67
2017-01-04,34303,10430,00:07:13,0.64
2017-01-05,27482,32232,00:04:15,0.54
2017-01-06,44952,34939,00:03:33,0.48
2017-01-07,22907,10896,00:04:47,0.47
2017-01-08,21126,39532,00:04:54,0.36
2017-01-09,30394,33394,00:03:27,0.58
2017-01-10,48877,8644,00:06:15,0.43
2017-01-11,20814,21057,00:07:52,0.46
2017-01-12,48269,19496,00:03:45,0.36
2017-01-13,30614,18809,00:03:33,0.62
2017-01-14,28613,18226,00:05:36,0.48
2017-01-15,13504,10046,00:04:20,0.63
2017-01-16,27618,10651,00:05:37,0.38
2017-01-17,26765,39161,00:07:11,0.34
2017-01-18,23717,33296,00:06:26,0.41
2017-01-19,31721,39480,00:04:18,0.46
2017-01-20,15263,26408,00:04:23,0.5
2017-01-21,48808,39189,00:03:18,0.57
2017-01-22,39151,27468,00:05:17,0.41
2017-01-23,37683,25862,00:04:12,0.44
2017-01-24,20051,17267,00:07:46,0.56
2017-01-25,21540,12679,00:07:45,0.5
2017-01-26,38120,15829,00:04:55,0.34
2017-01-27,47098,34014,00:07:53,0.47
2017-01-28,14713,14146,00:03:50,0.35
2017-01-29,21403,34374,00:05:57,0.63
2017-01-30,46087,29216,00:03:18,0.62
2017-01-31,33459,39444,00:03:23,0.41
2017-02-01,39756,29538,00:07:36,0.33
2017-02-02,42734,13082,00:07:31,0.61
2017-02-03,12951,34394,00:03:44,0.65
2017-02-04,45098,13639,00:04:48,0.61
2017-02-05,16634,26854,00:03:26,0.5
2017-02-06,16616,31570,00:07:37,0.37
2017-02-07,31424,11614,00:05:17,0.47
2017-02-08,25582,9339,00:03:41,0.6
2017-02-09,47437,35591,00:05:10,0.61
2017-02-10,26036,31173,00:03:13,0.56
2017-02-11,10305,17112,00:04:59,0.47
2017-02-12,13197,10094,00:03:47,0.41
2017-02-13,42939,28673,00:04:37,0.66
2017-02-14,13016,36395,00:03:29,0.51
2017-02-15,25093,32240,00:06:23,0.5
2017-02-16,33913,32935,00:04:39,0.35
2017-02-17,49558,34556,00:06:28,0.42
2017-02-18,20281,36265,00:04:56,0.51
2017-02-19,43128,33547,00:03:51,0.47
2017-02-20,24457,19814,00:05:29,0.54
2017-02-21,29460,21473,00:06:58,0.65
2017-02-22,19585,11721,00:07:47,0.43
2017-02-23,28179,26992,00:04:18,0.52
2017-02-24,10648,39000,00:07:28,0.45
2017-02-25,15879,27515,00:03:18,0.39
2017-02-26,35153,37652,00:07:18,0.32
2017-02-27,42838,39024,00:06:28,0.43
2017-02-28,40666,38162,00:03:42,0.35
2017-03-01,24171,35618,00:07:14,0.38
2017-03-02,31665,24378,00:07:25,0.5
2017-03-03,38115,9260,00:04:24,0.55
2017-03-04,37992,28555,00:04:13,0.59
2017-03-05,18360,34758,00:04:46,0.56
2017-03-06,40036,31579,00:04:11,0.6
2017-03-07,39762,27740,00:04:30,0.48
2017-03-08,24887,23477,00:04:16,0.37
2017-03-09,39915,34292,00:04:52,0.36
2017-03-10,46816,13870,00:06:38,0.5
2017-03-11,22009,21829,00:06:34,0.6
2017-03-12,39773,29563,00:03:39,0.52
2017-03-13,30908,20121,00:03:37,0.61
2017-03-14,22581,35714,00:04:26,0.62
2017-03-15,32304,28126,00:05:42,0.48
2017-03-16,10484,8619,00:07:11,0.38
2017-03-17,22328,15486,00:03:34,0.38
2017-03-18,49308,23908,00:03:11,0.33
2017-03-19,48165,9595,00:07:38,0.46
2017-03-20,17524,23773,00:05:50,0.46
2017-03-21,21256,25142,00:03:11,0.32
2017-03-22,49981,33629,00:04:16,0.46
2017-03-23,17514,12507,00:04:57,0.5
2017-03-24,35182,9584,00:06:37,0.51
2017-03-25,15428,36351,00:05:39,0.53
2017-03-26,25403,25016,00:07:34,0.54
2017-03-27,38039,10682,00:04:10,0.31
2017-03-28,47146,10487,00:04:53,0.36
2017-03-29,12333,36283,00:06:16,0.41
2017-03-30,14799,34293,00:06:35,0.45
2017-03-31,43613,34264,00:05:26,0.4
2017-04-01,11038,24736,00:05:35,0.63
2017-04-02,42091,19334,00:07:27,0.61
2017-04-03,30113,12211,00:03:18,0.34
2017-04-04,46444,37992,00:04:14,0.39
2017-04-05,20085,20638,00:03:52,0.66
2017-04-06,43557,25922,00:05:42,0.31
2017-04-07,42920,23131,00:07:10,0.6
2017-04-08,44855,38038,00:05:36,0.38
2017-04-09,36900,13875,00:03:33,0.33
2017-04-10,40775,13030,00:03:59,0.32
2017-04-11,21772,12624,00:04:11,0.55
2017-04-12,17690,29935,00:05:54,0.55
2017-04-13,47878,29268,00:03:27,0.67
2017-04-14,16887,27804,00:05:52,0.49
2017-04-15,17896,26622,00:04:45,0.68
2017-04-16,39838,29147,00:07:12,0.54
2017-04-17,42877,12700,00:05:33,0.3
2017-04-18,47022,39145,00:05:16,0.64
2017-04-19,21848,8719,00:07:11,0.62
2017-04-20,15435,22685,00:03:47,0.61
2017-04-21,49587,37448,00:05:29,0.58
2017-04-22,20930,20877,00:07:43,0.54
2017-04-23,43742,20493,00:07:31,0.65
2017-04-24,34375,28907,00:03:51,0.64
2017-04-25,39489,13341,00:03:25,0.35
2017-04-26,17497,39895,00:05:16,0.7
2017-04-27,31197,25774,00:06:56,0.48
2017-04-28,32554,21685,00:05:40,0.43
2017-04-29,15484,25608,00:05:16,0.44
2017-04-30,46526,31912,00:06:41,0.36
2017-05-01,49684,18108,00:06:25,0.58
2017-05-02,11081,36077,00:05:23,0.65
2017-05-03,21142,14706,00:06:26,0.62
2017-05-04,43826,17825,00:06:52,0.52
2017-05-05,25527,25423,00:04:53,0.47
2017-05-06,32651,30153,00:07:38,0.6
2017-05-07,45237,13121,00:04:55,0.48
2017-05-08,36940,17103,00:05:42,0.44
2017-05-09,16143,18472,00:07:29,0.35
2017-05-10,41922,16804,00:07:55,0.45
2017-05-11,29390,20342,00:04:54,0.5
2017-05-12,45590,34973,00:07:46,0.57
2017-05-13,40758,10201,00:05:12,0.37
2017-05-14,14629,9709,00:03:39,0.49
2017-05-15,26499,22084,00:05:48,0.69
2017-05-16,28999,22852,00:03:44,0.4
2017-05-17,35336,27144,00:04:41,0.57
2017-05-18,39821,8465,00:03:28,0.51
2017-05-19,47533,11227,00:05:39,0.32
2017-05-20,35545,26133,00:04:22,0.69
2017-05-21,49849,33087,00:05:15,0.65
2017-05-22,29986,13782,00:03:10,0.41
2017-05-23,38218,30233,00:03:58,0.47
2017-05-24,36592,8825,00:05:39,0.65
2017-05-25,22377,31764,00:03:26,0.42
2017-05-26,37632,39668,00:06:44,0.62
2017-05-27,38356,14515,00:06:26,0.55
2017-05-28,24147,38064,00:05:19,0.36
2017-05-29,23872,8121,00:06:40,0.39
2017-05-30,46356,13989,00:04:56,0.64
2017-05-31,36912,34897,00:03:49,0.44
2017-06-01,47822,33591,00:04:48,0.56
2017-06-02,36218,28513,00:06:43,0.44
2017-06-03,46507,28996,00:07:43,0.63
2017-06-04,38294,11209,00:04:18,0.49
2017-06-05,33116,11921,00:03:48,0.62
2017-06-06,20664,12650,00:03:58,0.33
2017-06-07,43251,39206,00:04:51,0.61
2017-06-08,38965,29323,00:07:54,0.45
2017-06-09,30259,25864,00:06:51,0.51
2017-06-10,31630,9917,00:07:28,0.42
2017-06-11,46346,22937,00:03:11,0.65
2017-06-12,24913,11128,00:07:45,0.53
2017-06-13,41734,13135,00:03:46,0.7
2017-06-14,31033,25464,00:03:40,0.33
2017-06-15,24733,25565,00:03:31,0.63
2017-06-16,37163,30562,00:04:42,0.47
2017-06-17,16319,12696,00:06:58,0.62
2017-06-18,20727,29097,00:06:51,0.35
2017-06-19,18461,32734,00:07:57,0.66
2017-06-20,42284,12352,00:06:55,0.57
2017-06-21,34408,17770,00:05:56,0.47
2017-06-22,13759,26377,00:03:55,0.52
2017-06-23,22626,12246,00:04:17,0.52
2017-06-24,14381,39205,00:04:56,0.63
2017-06-25,31569,9645,00:04:36,0.68
2017-06-26,24569,15436,00:06:24,0.32
2017-06-27,38200,30582,00:07:57,0.35
2017-06-28,20144,16798,00:03:21,0.59
2017-06-29,14298,21398,00:07:10,0.52
2017-06-30,20055,36565,00:03:46,0.51
2017-07-01,41958,19364,00:05:25,0.39
2017-07-02,32201,25045,00:03:18,0.55
2017-07-03,42272,32499,00:07:49,0.7
2017-07-04,36220,18677,00:05:28,0.37
2017-07-05,48336,27134,00:05:19,0.54
2017-07-06,33227,24558,00:06:55,0.32
2017-07-07,13933,20747,00:07:31,0.35
2017-07-08,27331,37283,00:06:10,0.5
2017-07-09,21801,13842,00:03:54,0.7
2017-07-10,20609,24762,00:06:24,0.66
2017-07-11,49256,19472,00:07:19,0.33
2017-07-12,29434,8621,00:07:33,0.51
2017-07-13,45402,19910,00:05:17,0.58
2017-07-14,34986,16158,00:03:10,0.69
2017-07-15,10754,38982,00:07:12,0.52
2017-07-16,14613,35110,00:06:22,0.68
2017-07-17,31127,39440,00:05:26,0.4
2017-07-18,13620,18258,00:05:39,0.65
2017-07-19,47176,17797,00:05:36,0.69
2017-07-20,12723,30851,00:05:50,0.43
2017-07-21,44399,33790,00:07:59,0.45
2017-07-22,26396,15074,00:05:44,0.6
2017-07-23,36496,39177,00:04:39,0.56
2017-07-24,42220,14294,00:06:24,0.47
2017-07-25,31111,26163,00:03:34,0.32
2017-07-26,30646,38290,00:05:50,0.42
2017-07-27,45460,9707,00:03:41,0.69
2017-07-28,46986,32306,00:07:28,0.44
2017-07-29,13989,22376,00:03:15,0.3
2017-07-30,46488,21778,00:04:33,0.3
2017-07-31,24602,36319,00:05:43,0.53
2017-08-01,14675,20505,00:04:27,0.37
2017-08-02,48541,30624,00:07:16,0.4
2017-08-03,26596,20419,00:05:50,0.58
2017-08-04,17495,25052,00:05:11,0.62
2017-08-05,30805,39183,00:04:20,0.65
2017-08-06,19900,29204,00:03:22,0.52
2017-08-07,48165,30134,00:05:30,0.38
2017-08-08,21613,27305,00:07:57,0.69
2017-08-09,11311,27594,00:07:12,0.38
2017-08-10,26457,23026,00:06:33,0.64
2017-08-11,41562,27750,00:03:53,0.51
2017-08-12,10304,26725,00:03:34,0.67
2017-08-13,24804,12475,00:06:38,0.59
2017-08-14,26120,26911,00:04:38,0.61
2017-08-15,27869,27758,00:06:22,0.46
2017-08-16,38267,30027,00:03:34,0.56
2017-08-17,10132,32680,00:05:58,0.55
2017-08-18,32541,18039,00:06:26,0.47
2017-08-19,22633,23475,00:05:17,0.39
2017-08-20,11989,30743,00:07:35,0.56
2017-08-21,12630,11864,00:05:48,0.68
2017-08-22,23790,29771,00:04:47,0.51
2017-08-23,10591,37731,00:05:35,0.35
2017-08-24,16395,12324,00:04:23,0.67
2017-08-25,27073,35238,00:04:55,0.56
2017-08-26,36996,27188,00:03:24,0.66
2017-08-27,10988,12738,00:05:17,0.64
2017-08-28,16521,17959,00:07:52,0.36
2017-08-29,12827,22147,00:03:22,0.49
2017-08-30,20591,22982,00:05:33,0.36
2017-08-31,23883,23703,00:04:24,0.3
2017-09-01,28920,25802,00:04:57,0.65
2017-09-02,23362,34945,00:07:34,0.55
2017-09-03,17563,14646,00:06:56,0.47
2017-09-04,45358,33884,00:07:15,0.65
2017-09-05,15399,14412,00:05:56,0.57
2017-09-06,16714,24811,00:06:39,0.59
2017-09-07,16979,10952,00:05:43,0.52
2017-09-08,38034,17823,00:06:24,0.3
2017-09-09,13928,26402,00:04:37,0.51
2017-09-10,15707,27743,00:05:33,0.64
2017-09-11,11803,32082,00:06:10,0.63
2017-09-12,22487,38109,00:07:28,0.69
2017-09-13,32287,32285,00:03:35,0.34
2017-09-14,29285,22030,00:06:11,0.5
2017-09-15,46498,25214,00:05:18,0.44
2017-09-16,43811,10914,00:06:21,0.32
2017-09-17,23554,33358,00:06:38,0.51
2017-09-18,21396,32997,00:07:53,0.6
2017-09-19,18394,27212,00:05:35,0.63
2017-09-20,10683,38333,00:05:20,0.53
2017-09-21,10442,19138,00:07:53,0.52
2017-09-22,21837,21294,00:06:47,0.36
2017-09-23,17374,29212,00:03:31,0.63
2017-09-24,49896,35636,00:04:53,0.44
2017-09-25,47398,10046,00:04:55,0.34
2017-09-26,23642,33103,00:06:30,0.44
2017-09-27,30233,36495,00:06:53,0.56
2017-09-28,34640,24413,00:04:21,0.53
2017-09-29,14755,17722,00:04:57,0.64
2017-09-30,16880,30212,00:06:17,0.38
2017-10-01,33183,21827,00:05:27,0.32
2017-10-02,42887,15464,00:04:54,0.39
2017-10-03,20412,25121,00:06:55,0.46
2017-10-04,45517,35446,00:06:44,0.48
2017-10-05,46946,21221,00:03:50,0.56
2017-10-06,46345,21463,00:06:19,0.58
2017-10-07,29592,28042,00:04:32,0.64
2017-10-08,35728,14368,00:05:34,0.34
2017-10-09,11053,13144,00:04:58,0.48
2017-10-10,20019,14545,00:03:49,0.67
2017-10-11,42877,29908,00:04:15,0.5
2017-10-12,49238,38811,00:07:59,0.66
2017-10-13,21045,16872,00:06:25,0.4
2017-10-14,28561,36456,00:03:52,0.67
2017-10-15,30846,8005,00:04:50,0.64
2017-10-16,41343,11883,00:03:38,0.61
2017-10-17,10494,21415,00:07:25,0.63
2017-10-18,39030,36515,00:05:15,0.36
2017-10-19,10505,30787,00:06:33,0.69
2017-10-20,39679,11698,00:03:43,0.44
2017-10-21,49296,30848,00:06:15,0.62
2017-10-22,10680,37142,00:07:52,0.3
2017-10-23,12755,16566,00:04:23,0.52
2017-10-24,41099,22682,00:03:40,0.53
2017-10-25,39069,33538,00:03:40,0.55
2017-10-26,10436,28936,00:07:41,0.49
2017-10-27,20099,33567,00:06:41,0.68
2017-10-28,34427,32245,00:04:58,0.7
2017-10-29,49426,8796,00:04:41,0.54
2017-10-30,40121,32128,00:04:50,0.65
2017-10-31,16624,19715,00:03:11,0.61
2017-11-01,26930,20495,00:05:15,0.38
2017-11-02,22303,38052,00:05:40,0.41
2017-11-03,47499,15408,00:06:59,0.31
2017-11-04,16630,32190,00:07:52,0.33
2017-11-05,18813,8433,00:04:21,0.63
2017-11-06,12540,32629,00:03:37,0.37
2017-11-07,13313,11954,00:06:40,0.48
2017-11-08,17429,34697,00:06:48,0.52
2017-11-09,18065,27193,00:07:40,0.53
2017-11-10,48236,35391,00:06:43,0.48
2017-11-11,26651,33698,00:04:51,0.51
2017-11-12,18464,29851,00:07:40,0.41
2017-11-13,44829,37148,00:04:40,0.48
2017-11-14,26070,8169,00:06:27,0.62
2017-11-15,37522,9524,00:05:54,0.56
2017-11-16,30378,25313,00:04:46,0.42
2017-11-17,27797,35539,00:05:39,0.62
2017-11-18,11285,32775,00:04:12,0.51
2017-11-19,30384,20027,00:05:49,0.64
2017-11-20,10841,31172,00:03:13,0.61
2017-11-21,33515,20713,00:03:55,0.45
2017-11-22,30597,26193,00:04:17,0.49
2017-11-23,45222,11851,00:06:12,0.59
2017-11-24,33295,11096,00:05:13,0.46
2017-11-25,39999,18390,00:07:38,0.54
2017-11-26,23710,19497,00:03:49,0.64
2017-11-27,19931,15358,00:03:35,0.42
2017-11-28,40362,27511,00:05:55,0.52
2017-11-29,48568,25298,00:04:44,0.67
2017-11-30,17629,31201,00:03:43,0.49
2017-12-01,18186,18683,00:06:45,0.44
2017-12-02,30316,25791,00:05:59,0.49
2017-12-03,38874,39269,00:03:41,0.33
2017-12-04,10350,24035,00:05:43,0.41
2017-12-05,29019,9045,00:06:45,0.51
2017-12-06,36166,20880,00:03:17,0.6
2017-12-07,12870,28603,00:07:38,0.3
2017-12-08,14249,8236,00:03:56,0.54
2017-12-09,41710,10947,00:03:54,0.43
2017-12-10,29772,33333,00:04:54,0.59
2017-12-11,46174,22878,00:07:17,0.68
2017-12-12,18119,37153,00:05:39,0.55
2017-12-13,46369,9095,00:03:59,0.62
2017-12-14,15435,11473,00:05:28,0.63
2017-12-15,18940,11381,00:03:39,0.61
2017-12-16,42828,12174,00:07:48,0.46
2017-12-17,31789,16638,00:07:10,0.37
2017-12-18,43995,10480,00:04:29,0.45
2017-12-19,42595,17565,00:05:45,0.66
2017-12-20,42514,16088,00:04:20,0.68
2017-12-21,26533,29324,00:05:11,0.53
2017-12-22,39587,13726,00:05:40,0.46
2017-12-23,42382,28503,00:06:15,0.49
2017-12-24,44557,14192,00:04:38,0.68
2017-12-25,48628,22203,00:03:54,0.7
2017-12-26,45701,11716,00:06:10,0.62
2017-12-27,40213,10232,00:07:28,0.65
2017-12-28,12951,25271,00:04:59,0.63
2017-12-29,36999,19445,00:04:31,0.45
2017-12-30,33935,20301,00:03:32,0.66
2017-12-31,23877,8546,00:03:32,0.47
2016-01-01,12507,29715,00:07:13,0.41
2016-01-02,19920,31352,00:05:54,0.53
2016-01-03,20674,9095,00:04:11,0.48
2016-01-04,43498,13395,00:04:42,0.59
2016-01-05,15037,22003,00:04:20,0.67
2016-01-06,46117,26144,00:06:44,0.34
2016-01-07,49277,13424,00:04:42,0.64
2016-01-08,13715,34021,00:06:16,0.55
2016-01-09,40002,33148,00:04:40,0.45
2016-01-10,34451,33259,00:05:16,0.57
2016-01-11,29627,19763,00:06:13,0.59
2016-01-12,47332,34235,00:03:32,0.39
2016-01-13,13073,33506,00:07:10,0.36
2016-01-14,12316,24439,00:05:14,0.45
2016-01-15,23620,30601,00:06:35,0.44
2016-01-16,27896,21005,00:04:51,0.61
2016-01-17,13499,33989,00:03:33,0.48
2016-01-18,27316,28391,00:06:38,0.35
2016-01-19,19054,20892,00:06:12,0.53
2016-01-20,13762,8645,00:07:53,0.42
2016-01-21,17153,24520,00:05:28,0.7
2016-01-22,13717,18801,00:03:53,0.59
2016-01-23,44337,30583,00:04:45,0.36
2016-01-24,22370,35150,00:07:26,0.44
2016-01-25,40980,30813,00:05:50,0.63
2016-01-26,19718,18101,00:05:49,0.61
2016-01-27,24613,33469,00:06:18,0.52
2016-01-28,42069,39474,00:06:47,0.36
2016-01-29,33524,10517,00:04:49,0.68
2016-01-30,22481,34887,00:05:30,0.54
2016-01-31,26901,9516,00:07:26,0.61
2016-02-01,40804,38927,00:07:55,0.63
2016-02-02,22017,13625,00:05:41,0.62
2016-02-03,45946,31059,00:07:55,0.52
2016-02-04,14580,9589,00:07:57,0.41
2016-02-05,32088,21867,00:03:44,0.61
2016-02-06,30166,10747,00:07:15,0.53
2016-02-07,18650,15424,00:03:44,0.66
2016-02-08,37873,39793,00:07:47,0.65
2016-02-09,18025,23579,00:06:30,0.69
2016-02-10,11570,34609,00:05:20,0.43
2016-02-11,12759,33746,00:06:11,0.31
2016-02-12,13839,27794,00:04:35,0.62
2016-02-13,44197,29107,00:05:34,0.67
2016-02-14,28951,26222,00:07:48,0.34
2016-02-15,31239,39025,00:03:47,0.4
2016-02-16,18578,34468,00:05:43,0.38
2016-02-17,44416,20843,00:06:57,0.37
2016-02-18,42664,24846,00:04:48,0.4
2016-02-19,14660,26781,00:04:39,0.51
2016-02-20,23714,18349,00:04:25,0.44
2016-02-21,25167,19913,00:04:39,0.56
2016-02-22,45523,20364,00:03:53,0.4
2016-02-23,41806,27576,00:07:11,0.48
2016-02-24,21009,13997,00:05:12,0.51
2016-02-25,15222,18487,00:03:57,0.36
2016-02-26,25696,28892,00:06:14,0.41
2016-02-27,47103,29325,00:03:11,0.67
2016-02-28,49185,13303,00:06:38,0.58
2016-02-29,12235,30636,00:06:20,0.34
2016-03-01,18412,26259,00:07:25,0.63
2016-03-02,39004,15331,00:05:22,0.34
2016-03-03,17140,21847,00:03:32,0.49
2016-03-04,34837,28302,00:05:34,0.48
2016-03-05,38429,34461,00:03:10,0.4
2016-03-06,16032,15517,00:03:22,0.5
2016-03-07,35973,15062,00:04:48,0.67
2016-03-08,36414,32341,00:06:47,0.43
2016-03-09,47576,23628,00:07:28,0.61
2016-03-10,33193,17375,00:04:37,0.43
2016-03-11,10100,19255,00:05:32,0.57
2016-03-12,20857,36919,00:04:24,0.62
2016-03-13,17476,32690,00:03:16,0.58
2016-03-14,46600,32535,00:07:19,0.38
2016-03-15,39999,31551,00:03:21,0.7
2016-03-16,32877,35023,00:04:55,0.41
2016-03-17,14679,17050,00:06:32,0.55
2016-03-18,41991,17486,00:03:47,0.41
2016-03-19,40345,12981,00:05:25,0.77
